Code;Code uniek;nr;Woningtype;Bouwperiode;Subtype;Pakket;Bewonersgedrag;EI_Berekening;Binnentemperatuur;Ventilatiecorrectie;Wisselstroom;Optimale regeling;AantalPersonen;TypeWoning;TypeDak;AantalOnzelfstandigeWooneenheden;Gebruiksoppervlak;KierDichting;Type;Orientatie;VoorverwarmingVentilatielucht;WTW;SerreLagen;BalkonBreedte;BalkonBeglazing;Type;Orientatie;VoorverwarmingVentilatielucht;WTW;SerreLagen;BalkonBreedte;BalkonBeglazing;Type;m2_beganegrond;Warmteweerstand;Begrenzing;Type;m2_hellenddak;Warmteweerstand;Begrenzing;Type;m2_platdak;Warmteweerstand;Begrenzing;Type;m2_zijgevel;Warmteweerstand;Begrenzing;Type;Oppervlak;Warmteweerstand;Begrenzing;Type;m2_enkelglasvoorachtergevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_dubbelglasvoorachtergevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_hrglasvoorachtergevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_enkelzijgevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_dubbelzijgevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_hrzijgevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;Oppervlak;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;BinnenSchil;LeidingenOnverwarmdeRuimten;IsolatieLeidingenOnverwarmdeRuimten;IndividueleBemetering;Waakvlam;PreferentToestel;OpwekkingsrendementPreferentToestel;PreferentToestelVermogen;TypeBijstook;Temperatuurniveau;RatioWKK;PreferentToestel;OpwekkingsrendementPreferentToestel;NietPreferentToestel;PreferentToestelVermogen ;NietPreferentToestelVermogen ;PompVermogen;PompRegeling;AantalAangeslotenZelfstandigeWoningen;Temperatuurniveau;Toestel;OpwekkingsrendementToestel;doucheWTW;HRww;Keukenboiler;Bad;BeperkteLeidingLengte;Circulatieleiding;IsolatieCirculatieLeiding;Voorziening;TypeWTW;RendementWTW;Aanwezig;Type;Zonnekeurlabel;OppervlakteCollectieveZonneboiler;Helling;Orientatie;Aanwezig;Type;Oppervlak;Wattpiekvermogen;Helling;Orientatie;EI;prim_TOTAAL;prim_RV;prim_TAP;prim_HULP;prim_LICHT;m3_gas;kWh_elek;kg_CO2;Code;Aantal foute codes: 0
61733;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;2;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;2,53;3;2;0;2,53;1;2;63,1;2,53;1;3;33,08;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,02;31226;15681;10239;2038;3268;737;575;1637;61733;TRUE
61833;1;22;portiekwoning;t/m 1945;hoekwoning op een tussenverdieping;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;3;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;2,53;3;2;0;2,53;1;2;0;2,53;1;3;33,08;2,53;1;3;23,2;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;1,4;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,06;27896;12351;10239;2038;3268;642;575;1469;61833;TRUE
611033;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak en op de onderste bouwlaag;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;2;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;2,53;3;2;0;2,53;1;2;63,1;2,53;1;3;33,08;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,01;35016;19472;10239;2038;3268;845;575;1829;611033;TRUE
611133;1;22;portiekwoning;t/m 1945;tussenwoning op de onderste bouwlaag;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;3;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;2,53;3;2;0;2,53;1;2;0;2,53;1;3;33,08;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,04;29338;13793;10239;2038;3268;683;575;1542;611133;TRUE
611233;1;22;portiekwoning;t/m 1945;hoekwoning op de onderste bouwlaag;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;3;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;2,53;3;2;0;2,53;1;2;0;2,53;1;3;33,08;2,53;1;3;23,2;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;1,4;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,03;31651;16106;10239;2038;3268;749;575;1659;611233;TRUE
61943;1;22;portiekwoning;t/m 1945;hoekwoning onder het dak en op de onderste bouwlaag;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;2;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;2,53;3;2;0;2,53;1;2;63,1;2,53;1;3;33,08;2,53;1;3;23,2;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;1,4;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,64;23885;21800;5160;2038;3268;767;575;1176;61943;TRUE
61543;1;22;portiekwoning;t/m 1945;hoekwoning onder het dak;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;2;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;2,53;3;2;0;2,53;1;2;63,1;2,53;1;3;33,08;2,53;1;3;23,2;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;1,4;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,61;20086;18002;5160;2038;3268;659;575;984;61543;TRUE
61643;1;22;portiekwoning;t/m 1945;tussenwoning op een tussenverdieping;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;3;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;2,53;3;2;0;2,53;1;2;0;2,53;1;3;33,08;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,51;12155;10071;5160;2038;3268;433;575;582;61643;TRUE
61743;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;2;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;2,53;3;2;0;2,53;1;2;63,1;2,53;1;3;33,08;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,59;17766;15681;5160;2038;3268;593;575;866;61743;TRUE
61843;1;22;portiekwoning;t/m 1945;hoekwoning op een tussenverdieping;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;3;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;2,53;3;2;0;2,53;1;2;0;2,53;1;3;33,08;2,53;1;3;23,2;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;1,4;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,55;14436;12351;5160;2038;3268;498;575;698;61843;TRUE
611043;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak en op de onderste bouwlaag;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;2;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;2,53;3;2;0;2,53;1;2;63,1;2,53;1;3;33,08;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,62;21556;19472;5160;2038;3268;700;575;1058;611043;TRUE
611143;1;22;portiekwoning;t/m 1945;tussenwoning op de onderste bouwlaag;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;3;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;2,53;3;2;0;2,53;1;2;0;2,53;1;3;33,08;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,57;15877;13793;5160;2038;3268;539;575;771;611143;TRUE
611243;1;22;portiekwoning;t/m 1945;hoekwoning op de onderste bouwlaag;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;2,2;5;3;0;59;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;2,53;3;2;0;2,53;1;2;0;2,53;1;3;33,08;2,53;1;3;23,2;2,53;1;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;13,6;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;1,4;1,8;0,6;1;3;2;2,6;2;0;1;1;1;TRUE;FALSE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;10;;4;5;0,59;18190;16106;5160;2038;3268;605;575;888;611243;TRUE
61912;1;22;portiekwoning;t/m 1945;hoekwoning onder het dak en op de onderste bouwlaag;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;0,15;3;2;0;0,39;1;2;63,1;0,22;1;3;33,08;0,19;1;3;23,2;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;1,4;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,84;144358;132000;9091;0;3268;4012;354;7341;61912;TRUE
61512;1;22;portiekwoning;t/m 1945;hoekwoning onder het dak;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0,39;1;2;63,1;0,22;1;3;33,08;0,19;1;3;23,2;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;1,4;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,96;131553;119194;9091;0;3268;3648;354;6693;61512;TRUE
61612;1;22;portiekwoning;t/m 1945;tussenwoning op een tussenverdieping;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;3;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0,39;1;2;0;0,22;1;3;33,08;0,19;1;3;0;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,54;60733;48374;9091;0;3268;1634;354;3109;61612;TRUE
61712;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0,39;1;2;63,1;0,22;1;3;33,08;0,19;1;3;0;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,61;110346;97987;9091;0;3268;3045;354;5620;61712;TRUE
61812;1;22;portiekwoning;t/m 1945;hoekwoning op een tussenverdieping;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;3;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0,39;1;2;0;0,22;1;3;33,08;0,19;1;3;23,2;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;1,4;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,09;81931;69572;9091;0;3268;2237;354;4182;61812;TRUE
611012;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak en op de onderste bouwlaag;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;0,15;3;2;0;0,39;1;2;63,1;0,22;1;3;33,08;0,19;1;3;0;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,52;123151;110792;9091;0;3268;3409;354;6268;611012;TRUE
611112;1;22;portiekwoning;t/m 1945;tussenwoning op de onderste bouwlaag;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;3;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;0,15;3;2;0;0,39;1;2;0;0,22;1;3;33,08;0,19;1;3;0;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,6;73530;61171;9091;0;3268;1998;354;3756;611112;TRUE
611212;1;22;portiekwoning;t/m 1945;hoekwoning op de onderste bouwlaag;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;3;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;0,15;3;2;0;0,39;1;2;0;0,22;1;3;33,08;0,19;1;3;23,2;0,19;1;1;13,6;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;1,4;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,07;94734;82375;9091;0;3268;2601;354;4830;611212;TRUE
61922;1;22;portiekwoning;t/m 1945;hoekwoning onder het dak en op de onderste bouwlaag;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;0,15;3;2;0;0;1;2;63,1;0,22;1;3;33,08;0,19;1;3;23,2;0,19;1;1;5,61;5,2;0,8;1;3;1;7,99;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;1,4;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,68;138371;126013;9091;0;3268;3841;354;7038;61922;TRUE
61522;1;22;portiekwoning;t/m 1945;hoekwoning onder het dak;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0;1;2;63,1;0,22;1;3;33,08;0,19;1;3;23,2;0,19;1;1;5,61;5,2;0,8;1;3;1;7,99;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;1,4;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,78;125566;113207;9091;0;3268;3477;354;6390;61522;TRUE
61622;1;22;portiekwoning;t/m 1945;tussenwoning op een tussenverdieping;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;3;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0;1;2;0;0,22;1;3;33,08;0,19;1;3;0;0,19;1;1;5,61;5,2;0,8;1;3;1;7,99;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,33;55642;43283;9091;0;3268;1489;354;2851;61622;TRUE
61722;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0;1;2;63,1;0,22;1;3;33,08;0,19;1;3;0;0,19;1;1;5,61;5,2;0,8;1;3;1;7,99;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,44;105252;92893;9091;0;3268;2900;354;5362;61722;TRUE
61822;1;22;portiekwoning;t/m 1945;hoekwoning op een tussenverdieping;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;3;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;0;0,15;3;2;0;0;1;2;0;0,22;1;3;33,08;0,19;1;3;23,2;0,19;1;1;5,61;5,2;0,8;1;3;1;7,99;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;1,4;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,87;75944;63586;9091;0;3268;2066;354;3879;61822;TRUE
611022;1;22;portiekwoning;t/m 1945;tussenwoning onder het dak en op de onderste bouwlaag;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;2,2;5;2;0;59;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;59;0,15;3;2;0;0;1;2;63,1;0,22;1;3;33,08;0,19;1;3;0;0,19;1;1;5,61;5,2;0,8;1;3;1;7,99;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,6;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;1;;;1;3;;2;;1;0;0;0;FALSE;1;3;11;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,38;118057;105698;9091;0;3268;3264;354;6010;611022;TRUE
