Code;Code uniek;nr;Woningtype;Bouwperiode;Subtype;Pakket;Bewonersgedrag;EI_Berekening;Binnentemperatuur;Ventilatiecorrectie;Wisselstroom;Optimale regeling;AantalPersonen;TypeWoning;TypeDak;AantalOnzelfstandigeWooneenheden;Gebruiksoppervlak;KierDichting;Type;Orientatie;VoorverwarmingVentilatielucht;WTW;SerreLagen;BalkonBreedte;BalkonBeglazing;Type;Orientatie;VoorverwarmingVentilatielucht;WTW;SerreLagen;BalkonBreedte;BalkonBeglazing;Type;m2_beganegrond;Warmteweerstand;Begrenzing;Type;m2_hellenddak;Warmteweerstand;Begrenzing;Type;m2_platdak;Warmteweerstand;Begrenzing;Type;m2_zijgevel;Warmteweerstand;Begrenzing;Type;Oppervlak;Warmteweerstand;Begrenzing;Type;m2_enkelglasvoorachtergevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_dubbelglasvoorachtergevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_hrglasvoorachtergevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_enkelzijgevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_dubbelzijgevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;m2_hrzijgevel;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;Oppervlak;Warmtedoorgang;Zontoetreding;Begrenzing;Orientatie;Type;BinnenSchil;LeidingenOnverwarmdeRuimten;IsolatieLeidingenOnverwarmdeRuimten;IndividueleBemetering;Waakvlam;PreferentToestel;OpwekkingsrendementPreferentToestel;PreferentToestelVermogen;TypeBijstook;Temperatuurniveau;RatioWKK;PreferentToestel;OpwekkingsrendementPreferentToestel;NietPreferentToestel;PreferentToestelVermogen ;NietPreferentToestelVermogen ;PompVermogen;PompRegeling;AantalAangeslotenZelfstandigeWoningen;Temperatuurniveau;Toestel;OpwekkingsrendementToestel;doucheWTW;HRww;Keukenboiler;Bad;BeperkteLeidingLengte;Circulatieleiding;IsolatieCirculatieLeiding;Voorziening;TypeWTW;RendementWTW;Aanwezig;Type;Zonnekeurlabel;OppervlakteCollectieveZonneboiler;Helling;Orientatie;Aanwezig;Type;Oppervlak;Wattpiekvermogen;Helling;Orientatie;EI;prim_TOTAAL;prim_RV;prim_TAP;prim_HULP;prim_LICHT;m3_gas;kWh_elek;kg_CO2;Code;Aantal foute codes: 0
821572;1;0;EDR Woning;1945-1964;vrijstaand;EIW 11;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;1,4;1;2;0;48;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;48;2,4;3;2;0;2,47;1;2;48;2,47;1;3;31,2;2,61;1;3;32,4;2,61;1;1;0;5,2;0,8;1;5;1;0;2,9;0,7;1;5;1;12;1,8;0,6;1;5;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;0;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;FALSE;7;;;1;3;;1;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;4;1;0;TRUE;3;FALSE;0;3;5;TRUE;1;4;;2;5;0,64;21237;12229;4767;4816;2658;483;810;1120;821572;TRUE
821582;1;0;EDR Woning;1945-1964;vrijstaand;EIW 12;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;1,4;1;2;0;48;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;48;0,15;3;2;0;0,22;1;2;123,6;1,26;1;3;31,2;0,19;1;3;32,4;0,19;1;1;12;5,2;0,8;1;5;1;0;2,9;0,7;1;5;1;0;1,8;0,6;1;5;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;0;3,5;0;1;1;1;TRUE;FALSE;FALSE;TRUE;TRUE;3;;;1;3;;1;;1;0;0;0;FALSE;1;3;1;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,59;107739;94273;7992;2815;2658;2908;593;5511;821582;TRUE
821592;1;0;EDR Woning;1945-1964;vrijstaand;EIW 13.01;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;1,4;1;2;0;48;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;48;0,15;3;2;0;0,22;1;2;48;0,22;1;3;31,2;0,19;1;3;32,4;0,19;1;1;12;5,2;0,8;1;5;1;0;2,9;0,7;1;5;1;0;1,8;0,6;1;5;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;0;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;TRUE;3;;;1;3;;1;;1;0;0;0;FALSE;1;3;1;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,68;123794;110327;7992;2815;2658;3364;593;6324;821592;TRUE
821602;1;0;EDR Woning;1945-1964;vrijstaand;EIW 13.02;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;1,4;1;2;0;48;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;48;0,15;3;2;0;0,22;1;2;48;0,22;1;3;31,2;0,19;1;3;32,4;0,19;1;1;12;5,2;0,8;1;5;1;0;2,9;0,7;1;5;1;0;1,8;0,6;1;5;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;0;3,5;0;1;1;1;TRUE;TRUE;TRUE;TRUE;TRUE;3;;;1;3;;1;;1;0;0;0;FALSE;1;3;1;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,59;120742;107276;7992;2815;2658;3277;593;6170;821602;TRUE
12113;1;1;vrijstaande woning;1945-1964;vrijstaand;oorspronkelijk;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;130;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;0,15;3;2;128,09;0,39;1;2;0;0,39;1;3;136,7;0,36;1;3;0;0,36;1;1;28,3;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;4;;;1;3;;2;;1;0;0;0;FALSE;1;3;4;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,74;253641;229226;14905;2310;7200;6941;1030;12939;12113;TRUE
12123;1;1;vrijstaande woning;1945-1964;vrijstaand;huidig;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;130;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;0,32;3;2;128,09;0,39;1;2;0;0;1;3;136,7;0,36;1;3;0;0;1;1;8,02;5,2;0,8;1;1;1;20,28;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,96;201179;177279;13718;2982;7200;5431;1103;10291;12123;TRUE
12133;1;1;vrijstaande woning;1945-1964;vrijstaand;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;130;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;2,53;3;2;128,09;2,53;1;2;0;2,53;1;3;136,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;28,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,06;71430;47531;13718;2982;7200;1742;1103;3724;12133;TRUE
12143;1;1;vrijstaande woning;1945-1964;vrijstaand;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;130;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;2,53;3;2;128,09;2,53;1;2;0;2,53;1;3;136,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;28,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;15;;4;5;0,78;52638;47531;7498;2982;7200;1565;1103;2639;12143;TRUE
12112;1;1;vrijstaande woning;1945-1964;vrijstaand;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;130;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;0,15;3;2;128,09;0,39;1;2;0;0,39;1;3;136,7;0,36;1;3;0;0,36;1;1;28,3;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;4;;;1;3;;2;;1;0;0;0;FALSE;1;3;4;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,28;222398;197983;14905;2310;7200;6053;1030;11358;12112;TRUE
12122;1;1;vrijstaande woning;1945-1964;vrijstaand;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;130;FALSE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;0,32;3;2;128,09;0,39;1;2;0;0;1;3;136,7;0,36;1;3;0;0;1;1;8,02;5,2;0,8;1;1;1;20,28;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,6;176567;152667;13718;2982;7200;4731;1103;9045;12122;TRUE
12132;1;1;vrijstaande woning;1945-1964;vrijstaand;besparingspakket;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;130;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;2,53;3;2;128,09;2,53;1;2;0;2,53;1;3;136,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;28,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;0,93;62792;38892;13718;2982;7200;1496;1103;3287;12132;TRUE
12142;1;1;vrijstaande woning;1945-1964;vrijstaand;besparingspakket extra;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;130;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;93;2,53;3;2;128,09;2,53;1;2;0;2,53;1;3;136,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;28,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;15;;4;5;0,65;44000;38892;7498;2982;7200;1319;1103;2201;12142;TRUE
14113;1;2;vrijstaande woning;1965-1974;vrijstaand;oorspronkelijk;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;0,17;3;2;120,72;0,86;1;2;0;0,86;1;3;164,7;0,43;1;3;0;0,43;1;1;35,3;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;4;;;1;3;;2;;1;0;0;0;FALSE;1;3;4;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;3,06;225336;200032;14905;2424;7975;6111;1127;11516;14113;TRUE
14123;1;2;vrijstaande woning;1965-1974;vrijstaand;huidig;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;0,17;3;2;120,72;0,86;1;2;0;0;1;3;164,7;0,43;1;3;0;0;1;1;5,78;5,2;0,8;1;1;1;29,52;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,42;177897;153036;13718;3168;7975;4741;1207;9123;14123;TRUE
14133;1;2;vrijstaande woning;1965-1974;vrijstaand;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;2,53;3;2;120,72;2,53;1;2;0;2,53;1;3;164,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;35,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,05;77152;52291;13718;3168;7975;1877;1207;4024;14133;TRUE
14143;1;2;vrijstaande woning;1965-1974;vrijstaand;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;2,53;3;2;120,72;2,53;1;2;0;2,53;1;3;164,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;35,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;15;;4;5;0,8;58360;52291;7498;3168;7975;1700;1207;2938;14143;TRUE
14112;1;2;vrijstaande woning;1965-1974;vrijstaand;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;0,17;3;2;120,72;0,86;1;2;0;0,86;1;3;164,7;0,43;1;3;0;0,43;1;1;35,3;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;4;;;1;3;;2;;1;0;0;0;FALSE;1;3;4;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,75;202157;176853;14905;2424;7975;5452;1127;10343;14112;TRUE
14122;1;2;vrijstaande woning;1965-1974;vrijstaand;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;0,17;3;2;120,72;0,86;1;2;0;0;1;3;164,7;0,43;1;3;0;0;1;1;5,78;5,2;0,8;1;1;1;29,52;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2,12;155696;130835;13718;3168;7975;4110;1207;7999;14122;TRUE
14132;1;2;vrijstaande woning;1965-1974;vrijstaand;besparingspakket;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;2,53;3;2;120,72;2,53;1;2;0;2,53;1;3;164,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;35,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;0,92;67501;42640;13718;3168;7975;1602;1207;3536;14132;TRUE
14142;1;2;vrijstaande woning;1965-1974;vrijstaand;besparingspakket extra;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3;1;1;0;144;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;101;2,53;3;2;120,72;2,53;1;2;0;2,53;1;3;164,7;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;35,3;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,9;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;15;;4;5;0,67;48709;42640;7498;3168;7975;1426;1207;2450;14142;TRUE
15113;1;3;vrijstaande woning;1975-1991;vrijstaand;oorspronkelijk;conform energielabel;TRUE;18;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;0,52;3;2;125,55;1,3;1;2;0;1,3;1;3;144;1,3;1;3;0;1,3;1;1;17,35;5,2;0,8;1;3;1;17,35;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;3;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;4;;;1;3;;2;;1;0;0;0;FALSE;1;3;4;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;2;145653;119218;15401;2505;8529;3828;1195;7490;15113;TRUE
15123;1;3;vrijstaande woning;1975-1991;vrijstaand;huidig;conform energielabel;TRUE;18;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;0,52;3;2;125,55;1,3;1;2;0;0;1;3;144;1,3;1;3;0;0;1;1;2,94;5,2;0,8;1;1;1;31,76;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,63;118880;92891;14159;3301;8529;3044;1282;6143;15123;TRUE
15133;1;3;vrijstaande woning;1975-1991;vrijstaand;besparingspakket;conform energielabel;TRUE;18;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;2,53;3;2;125,55;2,53;1;2;0;2,53;1;3;144;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;34,7;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,06;77056;51067;14159;3301;8529;1855;1282;4027;15133;TRUE
15143;1;3;vrijstaande woning;1975-1991;vrijstaand;besparingspakket extra;conform energielabel;TRUE;18;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;2,53;3;2;125,55;2,53;1;2;0;2,53;1;3;144;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;34,7;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;15;;4;5;0,8;58138;51067;7814;3301;8529;1674;1282;2934;15143;TRUE
15112;1;3;vrijstaande woning;1975-1991;vrijstaand;oorspronkelijk;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;0,52;3;2;125,55;1,3;1;2;0;1,3;1;3;144;1,3;1;3;0;1,3;1;1;17,35;5,2;0,8;1;1;1;17,35;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;4;;;1;3;;2;;1;0;0;0;FALSE;1;3;4;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,78;129349;102915;15401;2505;8529;3364;1195;6665;15112;TRUE
15122;1;3;vrijstaande woning;1975-1991;vrijstaand;huidig;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;0,52;3;2;125,55;1,3;1;2;0;0;1;3;144;1,3;1;3;0;0;1;1;2,94;5,2;0,8;1;1;1;31,76;2,9;0,7;1;3;1;0;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;3,5;0;1;1;1;TRUE;TRUE;FALSE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;1,43;103837;77848;14159;3301;8529;2616;1282;5382;15122;TRUE
15132;1;3;vrijstaande woning;1975-1991;vrijstaand;besparingspakket;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;2,53;3;2;125,55;2,53;1;2;0;2,53;1;3;144;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;34,7;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;FALSE;0;FALSE;0;4;5;FALSE;0;0;;4;5;0,93;67443;41454;14159;3301;8529;1581;1282;3540;15132;TRUE
15142;1;3;vrijstaande woning;1975-1991;vrijstaand;besparingspakket extra;werkelijk energiegebruik;FALSE;16,5;1;TRUE;FALSE;3,2;1;1;0;154;TRUE;1;5;FALSE;FALSE;1;1;1;1;1;FALSE;FALSE;1;1;1;1;95;2,53;3;2;125,55;2,53;1;2;0;2,53;1;3;144;2,53;1;3;0;2,53;1;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;34,7;1,8;0,6;1;3;1;0;5,2;0,8;1;1;1;0;2,9;0,7;1;3;1;0;1,8;0,6;1;3;2;2,8;2;0;1;1;1;TRUE;TRUE;TRUE;TRUE;FALSE;7;;;1;3;;2;;1;0;0;0;FALSE;1;3;5;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;1;0;TRUE;3;FALSE;0;4;5;TRUE;1;15;;4;5;0,67;48525;41454;7814;3301;8529;1401;1282;2448;15142;TRUE
